show_id,title,type,release_year,duration_minutes,season_count,description,date_added,rating
s157,Letters to Juliet,Movie,2010,105.0,,"By responding to a letter addressed to Shakespeare's tragic heroine Juliet Capulet, an American woman in Verona, Italy, is led in search of romance.",2021-09-01,PG
s158,Level 16,Movie,2018,102.0,,"In a bleak academy that teaches girls the virtues of passivity, two students uncover the ghastly purpose behind their training and resolve to escape.",2021-09-01,TV-14
s159,Love Don't Cost a Thing,Movie,2003,101.0,,A nerdy teen tries to make himself cool by association when he convinces a popular cheerleader to pose as his girlfriend.,2021-09-01,PG-13
s160,Love in a Puff,Movie,2010,103.0,,"When the Hong Kong government enacts a ban on smoking cigarettes indoors, the new law drives hard-core smokers outside, facilitating unlikely connections.",2021-09-01,TV-MA
s161,Major Dad,TV Show,1992,,4.0,"When he marries a journalist and becomes stepdad to her daughters, a U.S. Marine finds his once-orderly life no longer entirely under his command.",2021-09-01,TV-PG
s162,Mars Attacks!,Movie,1996,106.0,,"As flying saucers head for Earth, the president of the United States prepares to welcome alien visitors but soon learns they're not coming in peace.",2021-09-01,PG-13
s163,Marshall,Movie,2017,118.0,,"This biopic of Thurgood Marshall, the first Black U.S. Supreme Court justice, centers on his pivotal work in a sensational case as an NAACP lawyer.",2021-09-01,PG-13
s164,My Boss's Daughter,Movie,2003,86.0,,"A young man house-sits for his mean boss, hoping to use it as an opportunity to win the heart of the boss's daughter, on whom he's long had a crush.",2021-09-01,R
s165,Mystery Men,Movie,1999,121.0,,A team of far-from-super heroes try to earn respect by springing into action when brave and dashing Captain Amazing disappears.,2021-09-01,PG-13
s166,Oldsters,TV Show,2019,,1.0,Three friends in their 70s step out of retirement to become a band of outlaws whose mission is to help those let down by the justice system.,2021-09-01,TV-MA
s167,Once Upon a Time in America,Movie,1984,229.0,,Director Sergio Leone's sprawling crime epic follows a group of Jewish mobsters who rise in the ranks of organized crime in 1920s New York City.,2021-09-01,R
s168,Open Season 2,Movie,2008,76.0,,Elliot the buck and his forest-dwelling cohorts must rescue their dachshund pal from some spoiled pets bent on returning him to domesticity.,2021-09-01,PG
s169,Osmosis Jones,Movie,2001,95.0,,Peter and Bobby Farrelly outdo themselves with this partially animated tale about an out-of-shape 40-year-old man who's the host to various organisms.,2021-09-01,PG
s170,Poseidon,Movie,2006,98.0,,"A tidal wave spells disaster for a ship of New Year's Eve revelers when it capsizes the mammoth vessel, sending passengers into a battle for survival.",2021-09-01,PG-13
s171,Rhyme & Reason,Movie,1997,89.0,,"The world and culture of rap song topics such as race, violence, police, family and sex are examined by hip-hop performers from both coasts.",2021-09-01,R
s172,Same Kind of Different as Me,Movie,2017,120.0,,A wealthy couple whose marriage is on the rocks befriends a local homeless man who changes their perspectives in this inspiring true story.,2021-09-01,PG-13
s173,School of Rock,Movie,2003,110.0,,"Musician Dewey Finn gets a job as a fourth-grade substitute teacher, where he secretly begins teaching his students the finer points of rock 'n' roll.",2021-09-01,PG-13
s174,Snervous Tyler Oakley,Movie,2015,83.0,,"The inspiring Internet star and LGBT advocate shares an intimate view of his life and relationships during his international ""Slumber Party"" tour.",2021-09-01,PG-13
s175,Tears of the Sun,Movie,2003,121.0,,"A Navy SEAL is sent to a war-torn African jungle to rescue a doctor, only to realize he must also save the refugees in the physician's care.",2021-09-01,R
s176,The Blue Lagoon,Movie,1980,105.0,,"Two shipwrecked children, stranded for years on a deserted island, fall in love as teenagers and attempt to forge a life in the isolated paradise.",2021-09-01,R
s177,The Golden Child,Movie,1986,94.0,,A fast-talking L.A. social worker goes through a series of traps and terrors to find a kidnapped Tibetan child with mystical powers.,2021-09-01,PG-13
s178,The Guns of Navarone,Movie,1961,156.0,,"During World War II, British forces launch an attack designed to take out the massive Nazi cannons that guard a critical sea channel.",2021-09-01,TV-14
s179,The Interview,Movie,2014,112.0,,Seth Rogen and James Franco star in this provocative comedy about two journalists recruited by the CIA after they arrange an interview with Kim Jong-un.,2021-09-01,R
s180,The Nutty Professor,Movie,1996,95.0,,"After being made fun of for his weight, a kind and brainy professor takes a dose of a revolutionary formula that changes more than just his appearance.",2021-09-01,PG-13
s181,The Nutty Professor II: The Klumps,Movie,2000,107.0,,"After getting engaged, Sherman Klump prepares for his big day. But his sinister alter ego Buddy Love threatens to ruin his wedding and reputation.",2021-09-01,PG-13
s182,Turning Point: 9/11 and the War on Terror,TV Show,2021,,1.0,"This unflinching series documents the 9/11 terrorist attacks, from Al Qaeda's roots in the 1980s to America's response, both at home and abroad.",2021-09-01,TV-14
s183,Welcome Home Roscoe Jenkins,Movie,2008,114.0,,"R.J. travels to Georgia for his parents' 50th anniversary. But after pompously flaunting his Hollywood lifestyle, he must examine what he's become.",2021-09-01,PG-13
s184,In the Line of Fire,Movie,1993,129.0,,A twisted yet ingenious killer torments a veteran Secret Service agent who's haunted by his failure years ago to save President John F. Kennedy.,2021-08-31,R
s185,Sparking Joy,TV Show,2021,,1.0,"In this reality series, Marie Kondo brings her joyful tidying tactics to people struggling to balance work and home life — and shares her own world.",2021-08-31,TV-PG
s186,Untold: Crime & Penalties,Movie,2021,86.0,,"They were the bad boys of hockey — a team bought by a man with mob ties, run by his 17-year-old son, and with a rep for being as violent as they were good.",2021-08-31,TV-MA
s187,Hometown Cha-Cha-Cha,TV Show,2021,,1.0,"A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.",2021-08-29,TV-14
s188,The Ingenuity of the Househusband,TV Show,2021,,1.0,A tough guy with a knack for housework tackles household tasks with meticulous care in these comedic live-action vignettes.,2021-08-29,TV-G
s189,2 Alone in Paris,Movie,2008,97.0,,"A bumbling Paris policeman is doggedly determined to capture the master thief that repeatedly eludes him, even when they're the last two men on Earth.",2021-08-28,TV-MA
s190,Bread Barbershop,TV Show,2020,,2.0,"In a town filled with food, Bread is a master cake decorator who gives life-changing makeovers that will put any customer in an amazing mood.",2021-08-28,TV-Y
s191,Thimmarusu,Movie,2021,125.0,,"Eight years after a young man is framed for murder, an up-and-coming lawyer re-opens the case, beginning a tricky mission to find the real culprit.",2021-08-28,TV-14
s192,Wind River,Movie,2017,107.0,,A tracker with the U.S. Fish and Wildlife Service assists a rookie FBI agent who's investigating a teen girl's murder on a remote Wyoming reservation.,2021-08-28,R
s193,C Kkompany,Movie,2008,127.0,,"Three broke friends pose as an underworld gang for extortion, but their plan takes on a life of its own when their phony company becomes famous.",2021-08-27,TV-14
s194,D.P.,TV Show,2021,,1.0,A young private’s assignment to capture army deserters reveals the painful reality endured by each enlistee during his compulsory call of duty.,2021-08-27,TV-MA
s195,Deadly Sins,TV Show,2002,,1.0,A multimillionaire fakes his death and forces his relatives to live together in his mansion for one year to see who's worthy of inheriting his fortune.,2021-08-27,TV-MA
s196,EMI: Liya Hai To Chukana Padega,Movie,2008,128.0,,A bank hires an enigmatic and unorthodox debt collector to recover money from four borrowers who are unable to pay their loans.,2021-08-27,TV-14
s197,He's All That,Movie,2021,92.0,,"An influencer specializing in makeovers bets she can transform an unpopular classmate into prom king in this remake of the teen classic ""She's All That.""",2021-08-27,TV-14
s198,I Heart Arlo,TV Show,2021,,1.0,It's a whole new world for Arlo and his one-of-a kind pals when they set out to restore a run-down New York City neighborhood — and make it their own.,2021-08-27,TV-Y7
s199,King of Boys: The Return of the King,TV Show,2021,,1.0,"Alhaja Eniola Salami starts anew and sets her sights on a different position of power, fueled by revenge, regret and ruthlessness.",2021-08-27,TV-MA
s200,Koi Aap Sa,Movie,2006,135.0,,"Star athlete Rohan has his eye on a beautiful art student. But when his best friend Simran experiences a crisis, he drops everything to help her.",2021-08-27,TV-14
s201,Krishna Cottage,Movie,2004,124.0,,True love is put to the test when another woman comes between a pair of star-crossed young lovers in this thriller.,2021-08-27,TV-14
s202,Kucch To Hai,Movie,2003,136.0,,"A student tries to steal a test from a teacher's home, leaving him for dead after an accident. A string of murders may be the professor's revenge.",2021-08-27,TV-14
s203,Kyaa Kool Hai Hum,Movie,2005,165.0,,"Longtime friends Rahul and Karan head to Mumbai intent on making their dreams come true, but both men are suddenly saddled with bad luck.",2021-08-27,TV-MA
s204,Kyaa Kool Hain Hum 3,Movie,2016,124.0,,"When an unlikely porn actor falls for a woman outside the industry, he employs his co-stars as a stand-in traditional family to impress her father.",2021-08-27,TV-MA
s205,Kyaa Super Kool Hain Hum,Movie,2012,136.0,,An aspiring actor and a struggling DJ team up to pursue the ladies they love and a diamond that rightfully belongs to their oversexed dog.,2021-08-27,TV-MA
s206,Kyo Kii... Main Jhuth Nahin Bolta,Movie,2001,150.0,,The life and career of a lawyer are thrown into chaos when his son's wish magically renders him incapable of telling a lie.,2021-08-27,TV-14
s207,"LSD: Love, Sex Aur Dhokha",Movie,2010,112.0,,This provocative drama examines how the voyeuristic nature of modern society affects three unusual couples in Northern India.,2021-08-27,TV-MA
s208,Mission Istaanbul: Darr Ke Aagey Jeet Hai,Movie,2008,119.0,,A television journalist makes a risky career move by accepting a job offer from a controversial Istanbul television station.,2021-08-27,TV-14
s209,Once Upon a Time in Mumbaai,Movie,2010,133.0,,"Mumbai's top mob boss rules the underworld with honor and compassion, but his power-hungry protégé will shake up the world of organized crime.",2021-08-27,TV-14
s210,Once Upon a Time in Mumbai Dobaara!,Movie,2013,142.0,,"This turbulent sequel to Once Upon a Time in Mumbai carries on the saga of the gangland don Shoaib Khan, who continues pressing for more control.",2021-08-27,TV-14
s211,Ragini MMS,Movie,2011,93.0,,A couple out to have a sensuous weekend at a house outside of Mumbai finds it rigged with surveillance cameras and occupied by an evil entity.,2021-08-27,TV-MA
s212,Ragini MMS 2,Movie,2014,113.0,,The horror continues when Ragini's video goes viral and a sleazy director decides to make a movie about the incident in the original house.,2021-08-27,TV-MA
s213,Rebellion,TV Show,2016,,2.0,"As World War I rages, three women and their families in Dublin choose sides in the violent Easter Rising revolt against British rule.",2021-08-27,TV-MA
s214,RIDE ON TIME,TV Show,2021,,3.0,Take a deep dive into the beautiful world of Japan's top male idol groups from number one producer Johnny's in this revealing docuseries.,2021-08-27,TV-PG
s215,SAS: Rise of the Black Swan,Movie,2021,124.0,,"A special forces operative traveling from London to Paris with his girlfriend takes action when armed, ruthless mercenaries seize control of their train.",2021-08-27,R
s216,Shootout at Lokhandwala,Movie,2007,116.0,,"Based on a true story, this action film follows an incident that stunned a nation in the early 1990s. In Mumbai, India, the notorious gangster Maya holds off veteran cop Khan and a force of more than 200 policemen in a six-hour bloody gunfight.",2021-08-27,TV-MA
s217,Shor In the City,Movie,2011,106.0,,"When three small-time Mumbai crooks steal a bag on a train, they find that it's filled with weapons and realize that their lives may be in danger.",2021-08-27,TV-14
s218,The Dirty Picture,Movie,2011,145.0,,"After running away from home in search of movie stardom, a village girl rises to become a prominent sex symbol.",2021-08-27,TV-14
